,team_id,num_games,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,STL,PF,Blk,Score,O_FGM,O_FGA,O_FGM3,O_FGA3,O_FTM,O_FTA,O_OR,O_DR,O_AST,O_TO,O_STL,O_PF,O_Blk,O_Score,possesions,def_eff,off_eff,pyth_exp,win_rate,rpi
0,1101,25.0,24.44,53.32,7.08,19.08,11.92,18.56,7.56,22.88,13.6,14.48,7.0,22.16,2.76,1054.76,24.44,53.32,7.08,19.08,11.92,18.56,7.56,22.88,13.6,14.48,7.0,22.16,2.76,1054.76,67.66399999999999,107.35398439347364,100.31922440293215,0.36767726800758715,0.36,0.43854008200859107
1,1102,31.0,24.225806451612904,56.61290322580645,7.935483870967742,21.870967741935484,15.161290322580646,21.161290322580644,9.451612903225806,25.258064516129032,14.483870967741936,12.483870967741936,5.903225806451613,17.903225806451612,1.8064516129032258,1442.8387096774193,24.225806451612904,56.61290322580645,7.935483870967742,21.870967741935484,15.161290322580646,21.161290322580644,9.451612903225806,25.258064516129032,14.483870967741936,12.483870967741936,5.903225806451613,17.903225806451612,1.8064516129032258,1442.8387096774193,68.10967741935484,111.01638723122097,105.0487827981434,0.391258829184395,0.3225806451612903,0.45441519437414796
2,1103,33.0,26.272727272727273,56.303030303030305,10.090909090909092,27.303030303030305,14.030303030303031,20.696969696969695,9.818181818181818,24.575757575757574,14.515151515151516,11.636363636363637,5.424242424242424,18.363636363636363,3.121212121212121,597.3939393939394,26.272727272727273,56.303030303030305,10.090909090909092,27.303030303030305,14.030303030303031,20.696969696969695,9.818181818181818,24.575757575757574,14.515151515151516,11.636363636363637,5.424242424242424,18.363636363636363,3.121212121212121,597.3939393939394,66.4,107.2015334063527,115.46184738955824,0.6442449953350424,0.7575757575757576,0.560823244286416
3,1104,33.0,23.757575757575758,56.06060606060606,6.606060606060606,20.78787878787879,14.545454545454545,22.393939393939394,12.303030303030303,26.87878787878788,11.424242424242424,13.878787878787879,6.0,19.727272727272727,4.212121212121212,922.0,23.757575757575758,56.06060606060606,6.606060606060606,20.78787878787879,14.545454545454545,22.393939393939394,12.303030303030303,26.87878787878788,11.424242424242424,13.878787878787879,6.0,19.727272727272727,4.212121212121212,922.0,66.5939393939394,96.87841281397888,103.11248634874408,0.6222031931845292,0.5757575757575758,0.5461147351890207
4,1105,29.0,21.724137931034484,53.96551724137931,4.310344827586207,15.758620689655173,14.10344827586207,21.17241379310345,10.310344827586206,21.862068965517242,11.379310344827585,13.241379310344827,3.5517241379310347,18.137931034482758,1.793103448275862,1633.7241379310344,21.724137931034484,53.96551724137931,4.310344827586207,15.758620689655173,14.10344827586207,21.17241379310345,10.310344827586206,21.862068965517242,11.379310344827585,13.241379310344827,3.5517241379310347,18.137931034482758,1.793103448275862,1633.7241379310344,65.36551724137931,118.95969613842583,94.64021945558136,0.1382838253123696,0.06896551724137931,0.33186322042851335
5,1106,30.0,23.1,59.333333333333336,6.366666666666666,21.633333333333333,13.0,20.5,13.9,24.5,9.466666666666667,15.566666666666666,4.866666666666666,20.433333333333334,3.0,1454.6666666666667,23.1,59.333333333333336,6.366666666666666,21.633333333333333,13.0,20.5,13.9,24.5,9.466666666666667,15.566666666666666,4.866666666666666,20.433333333333334,3.0,1454.6666666666667,69.2,107.75529865125242,94.7495183044316,0.26327624720272735,0.23333333333333334,0.38389441127342516
6,1107,33.0,25.696969696969695,54.96969696969697,5.393939393939394,14.636363636363637,14.242424242424242,18.666666666666668,10.636363636363637,24.454545454545453,12.575757575757576,11.878787878787879,5.121212121212121,17.848484848484848,1.696969696969697,829.3333333333334,25.696969696969695,54.96969696969697,5.393939393939394,14.636363636363637,14.242424242424242,18.666666666666668,10.636363636363637,24.454545454545453,12.575757575757576,11.878787878787879,5.121212121212121,17.848484848484848,1.696969696969697,829.3333333333334,63.67878787878787,104.02588750356905,111.54468449605024,0.6360553646909612,0.6060606060606061,0.5168901946646746
7,1108,29.0,24.344827586206897,57.62068965517241,6.551724137931035,20.482758620689655,12.413793103448276,18.896551724137932,11.793103448275861,25.896551724137932,12.413793103448276,14.068965517241379,6.310344827586207,19.24137931034483,3.2758620689655173,893.1724137931035,24.344827586206897,57.62068965517241,6.551724137931035,20.482758620689655,12.413793103448276,18.896551724137932,11.793103448275861,25.896551724137932,12.413793103448276,14.068965517241379,6.310344827586207,19.24137931034483,3.2758620689655173,893.1724137931035,67.45517241379311,102.3412738983744,100.29649320110418,0.45972282087277627,0.5172413793103449,0.4652536047681144
8,1110,30.0,23.066666666666666,51.4,5.6,17.633333333333333,9.766666666666667,15.8,6.8,22.133333333333333,11.3,13.2,6.966666666666667,18.3,2.433333333333333,1330.7333333333333,23.066666666666666,51.4,5.6,17.633333333333333,9.766666666666667,15.8,6.8,22.133333333333333,11.3,13.2,6.966666666666667,18.3,2.433333333333333,1330.7333333333333,64.12,106.51902682470369,95.91391141609482,0.30174949658909717,0.26666666666666666,0.43098268942512397
9,1111,28.0,23.892857142857142,58.82142857142857,7.964285714285714,24.392857142857142,14.714285714285714,21.785714285714285,11.214285714285714,25.392857142857142,12.75,13.928571428571429,5.035714285714286,21.857142857142858,2.7857142857142856,1454.2142857142858,23.892857142857142,58.82142857142857,7.964285714285714,24.392857142857142,14.714285714285714,21.785714285714285,11.214285714285714,25.392857142857142,12.75,13.928571428571429,5.035714285714286,21.857142857142858,2.7857142857142856,1454.2142857142858,70.25,110.37112353838332,100.30503304524656,0.31754841089808306,0.25,0.4329130321403184
